"Authors","Author full names","Author(s) ID","Title","Year","Source title","Cited by","DOI","Link","Abstract","PubMed ID","Document Type","Publication Stage","Open Access","Source"
"Chai, L.; Zhou, Y.; Zhou, N.; Xiao, Y.; Pang, R.","Chai, Luyu (60092577000); Zhou, Yuxiang (59460358500); Zhou, Nan (60092582900); Xiao, Yao (60092562900); Pang, Renqi (58980110000)","60092577000; 59460358500; 60092582900; 60092562900; 58980110000","Machine learning-based prediction model for 28-day mortality in acute kidney injury patients with liver cirrhosis: A MIMIC-IV database analysis","2025","PLOS ONE","1","10.1371/journal.pone.0328662","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105015382531&doi=10.1371%2Fjournal.pone.0328662&partnerID=40&md5=e8fbfca7ef8fd19a105988b3953843b7","Background Acute kidney injury (AKI) in patients with liver cirrhosis represents a significant clinical challenge with high mortality rates. This study aimed to develop and validate a machine learning-based prediction model for 28-day mortality in AKI patients with liver cirrhosis using the MIMIC-IV database. Methods This retrospective study analyzed data from 4,168 AKI patients, including 601 with concurrent liver cirrhosis, from the MIMIC-IV database. Patient selection followed strict inclusion and exclusion criteria. The study implemented comprehensive data preprocessing, including feature normalization and selection through Recursive Feature Elimination. Multiple machine learning algorithms were evaluated, with model performance assessed through ROC curves, calibration curves, and precision-recall analysis. SHAP analysis was conducted to interpret feature contributions to mortality prediction. Results The liver cirrhosis group demonstrated distinct clinical characteristics, including significantly lower age (median 60 vs 70 years, p < 0.001) and higher disease severity scores (SOFA 11 vs 8 points) compared to non-cirrhotic patients. Survival analysis confirmed significantly lower 28-day survival probability in the cirrhosis group (Log-rank test, χ2 = 46.5, p < 0.001). The Random Forest model achieved optimal performance with an AUC of 0.85 and precision-recall area of 0.81. SHAP analysis identified pH, anion gap, and total CO2 as the most significant predictive factors, with notable interaction effects among these indicators. Conclusion This study successfully developed a machine learning model for predicting 28-day mortality in AKI patients with liver cirrhosis. The model demonstrated superior clinical decision-making value compared to traditional scoring systems, particularly in moderate-risk threshold intervals. The findings emphasize the crucial role of acid-base balance indicators in mortality risk assessment, providing valuable insights for clinical intervention strategies. © 2025 Chai et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.","40920755","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus"
"Cai, F.Y.; Mao, C.; Luo, Y.","Cai, Francisco Y. (57394066500); Mao, Chengsheng (57207991243); Luo, Yuan (55712619800)","57394066500; 57207991243; 55712619800","Constrained Tensor Factorization for Cancer Phenotyping and Mortality Prediction","2025","Studies in Health Technology and Informatics","0","10.3233/SHTI250964","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105013293742&doi=10.3233%2FSHTI250964&partnerID=40&md5=e35dd1a6b9582a52775959176ac37b58","Electronic health records (EHR) enable machine learning methods like tensor factorization to extract computational phenotypes. Using Northwestern Medicine data (2000–2015), we analyzed breast, prostate, colorectal, and lung cancer cohorts to predict five-year mortality. Adding a supervised term, indication filtering, and social determinants of health (SDOH) covariates improved interpretability and performance. AUCs ranged from 0.623–0.694 (breast), 0.603–0.750 (prostate), 0.523–0.641 (colorectal), and 0.517–0.623 (lung). Constrained tensor factorization proves effective for deriving mortality-predictive phenotypes from sparse EHR data. © 2025 The Authors.","40775982","Conference paper","Final","All Open Access; Hybrid Gold Open Access","Scopus"
"Jaiswal, R.; Pivodic, A.; Zoulakis, M.; Axelsson, K.F.; Litsne, H.; Johansson, L.; Lorentzon, M.","Jaiswal, Raju (58244585600); Pivodic, Aldina (26647724700); Zoulakis, Michail (56989831200); Axelsson, Kristian F. (57189390321); Litsne, Henrik (57226136803); Johansson, Lisa (56350280100); Lorentzon, Mattias (7003987830)","58244585600; 26647724700; 56989831200; 57189390321; 57226136803; 56350280100; 7003987830","Prediction of hip fracture by high-resolution peripheral quantitative computed tomography in older Swedish women","2025","Journal of Bone and Mineral Research","3","10.1093/jbmr/zjaf020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105008316366&doi=10.1093%2Fjbmr%2Fzjaf020&partnerID=40&md5=e785e6f9bcad918ae5efa97e3af94e36","The socioeconomic burden of hip fractures, the most severe osteoporotic fracture outcome, is increasing and the current clinical risk assessment lacks sensitivity. This study aimed to develop a method for improved prediction of hip fracture by incorporating measurements of bone microstructure and composition derived from HR-pQCT. In a prospective cohort study of 3028 community-dwelling women aged 75-80, all participants answered questionnaires and underwent baseline examinations of anthropometrics and bone by DXA and HR-pQCT. Medical records, a regional x-ray archive, and registers were used to identify incident fractures and death. Prediction models for hip, major osteoporotic fracture (MOF), and any fracture were developed using Cox proportional hazards regression and machine learning algorithms (neural network, random forest, ensemble, and Extreme Gradient Boosting). In the 2856 (94.3%) women with complete HR-pQCT data at 2 tibia sites (distal and ultra-distal), the median follow-up period was 8.0 yr, and 217 hip, 746 MOF, and 1008 any type of incident fracture occurred. In Cox regression models adjusted for age, BMI, clinical risk factors (CRFs), and FN BMD, the strongest predictors of hip fracture were tibia total volumetric BMD and cortical thickness. The performance of the Cox regression-based prediction models for hip fracture was significantly improved by HR-pQCT (time-dependent AUC; area under receiver operating characteristic curve at 5 yr of follow-up 0.75 [0.64-0.85]), compared to a reference model including CRFs and FN BMD (AUC = 0.71 [0.58-0.81], p <. 001) and a Fracture Risk Assessment Tool risk score model (AUC = 0.70 [0.60-0.80], p <. 001). The Cox regression model for hip fracture had a significantly higher accuracy than the neural network-based model, the best-performing machine learning algorithm, at clinically relevant sensitivity levels. We conclude that the addition of HR-pQCT parameters improves the prediction of hip fractures in a cohort of older Swedish women. © 2025 The Author(s).","39869791","Article","Final","All Open Access; Green Accepted Open Access; Green Open Access; Hybrid Gold Open Access","Scopus"
"Chen, Y.-C.; Fang, W.-H.; Lin, C.-S.; Tsai, D.-J.; Hsiang, C.-W.; Chang, C.-K.; Ko, K.-H.; Huang, G.-S.; Lee, Y.-T.; Lin, C.","Chen, Yucheng (58820759600); Fang, Wenhui (57192666800); Lin, Chinsheng (56561984900); Tsai, Dungjang (57215124653); Hsiang, Chihwei (59950065400); Chang, Chengkuang (36009842100); Ko, Kaihsiung (25959171700); Huang, Guoshu (55516886400); Lee, Yungtsai (56092307900); Lin, Chin (56153205400)","58820759600; 57192666800; 56561984900; 57215124653; 59950065400; 36009842100; 25959171700; 55516886400; 56092307900; 56153205400","Integrating VAI-Assisted Quantified CXRs and Multimodal Data to Assess the Risk of Mortality","2025","Journal of Imaging Informatics in Medicine","1","10.1007/s10278-024-01247-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105008271131&doi=10.1007%2Fs10278-024-01247-y&partnerID=40&md5=7f9a0f547dae20716e2375bf715f8543","To address the unmet need for a widely available examination for mortality prediction, this study developed a foundation visual artificial intelligence (VAI) to enhance mortality risk stratification using chest X-rays (CXRs). The VAI employed deep learning to extract CXR features and a Cox proportional hazard model to generate a hazard score (“CXR-risk”). We retrospectively collected CXRs from patients visited outpatient department and physical examination center. Subsequently, we reviewed mortality and morbidity outcomes from electronic medical records. The dataset consisted of 41,945, 10,492, 31,707, and 4441 patients in the training, validation, internal test, and external test sets, respectively. During the median follow-up of 3.2 (IQR, 1.2–6.1) years of both internal and external test sets, the “CXR-risk” demonstrated C-indexes of 0.859 (95% confidence interval (CI), 0.851–0.867) and 0.870 (95% CI, 0.844–0.896), respectively. Patients with high “CXR-risk,” above 85th percentile, had a significantly higher risk of mortality than those with low risk, below 50th percentile. The addition of clinical and laboratory data and radiographic report further improved the predictive accuracy, resulting in C-indexes of 0.888 and 0.900. The VAI can provide accurate predictions of mortality and morbidity outcomes using just a single CXR, and it can complement other risk prediction indicators to assist physicians in assessing patient risk more effectively. © The Author(s) under exclusive licence to Society for Imaging Informatics in Medicine 2024.","","Article","Final","All Open Access; Green Accepted Open Access; Green Open Access","Scopus"
"Ge, Y.; Wang, Z.; Ma, Y.; Zhang, C.","Ge, Yuanshuo (59795523700); Wang, Zhe (58942031500); Ma, Youran (59800079500); Zhang, Cheng (57204914874)","59795523700; 58942031500; 59800079500; 57204914874","Prognostic value of the Glucose-to-Albumin ratio in sepsis-related mortality: A retrospective ICU study","2025","Diabetes Research and Clinical Practice","2","10.1016/j.diabres.2025.112217","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105004574044&doi=10.1016%2Fj.diabres.2025.112217&partnerID=40&md5=9380979d3e5188b71b861858d316dbbf","Aims: To investigate the prognostic value of the glucose-to-albumin ratio (GAR) in predicting 30-day and 90-day mortality in septic ICU patients. Methods: Kaplan-Meier analysis with log-rank tests assessed survival by GAR quartiles. Multivariable Cox regression and restricted cubic splines (RCS) explored GAR's relationship with mortality. ROC curves evaluated predictive performance, and Boruta identified key variables. Machine learning models assessed GAR's predictive ability, with indirect effects analyzed through anion gap and BUN. Results: Quartile 4 exhibited the lowest survival probability (log-rank p < 0.0001). GAR demonstrated the highest AUC for 30-day (0.66) and 90-day (0.65) mortality among individual predictors, while the stacked model achieved an AUC of 0.826. Cox regression showed GAR was independently associated with both 30-day (HR: 1.071 (95 % CI: 1.063–1.078, p < 0.001).) and 90-day mortality (HR: 1.071 (95 % CI: 1.064–1.078, p < 0.001). RCS analysis revealed an L-shaped relationship between GAR and mortality. Conclusions: GAR is a strong predictor of 30-day and 90-day mortality in septic ICU patients. Incorporating GAR into clinical risk models could improve decision-making and sepsis management. © 2025 Elsevier B.V.","40345593","Article","Final","","Scopus"
"Sušnjak, T.; Griffin, E.","Sušnjak, Teo (57211327278); Griffin, Elise (58782698400)","57211327278; 58782698400","Towards clinical prediction with transparency: An explainable AI approach to survival modelling in residential aged care","2025","Computer Methods and Programs in Biomedicine","3","10.1016/j.cmpb.2025.108653","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85217941384&doi=10.1016%2Fj.cmpb.2025.108653&partnerID=40&md5=be6e5381c62bf8b8474da211a10cf45c","Background and Objective: Scalable, flexible and highly interpretable tools for predicting mortality in residential aged care facilities for the purpose of informing and optimizing palliative care decisions, do not exist. This study is the first and most comprehensive work applying machine learning to address this need while seeking to offer a transformative approach to integrating AI into palliative care decision-making. The objective is to predict survival in elderly individuals six months post-admission to residential aged care facilities with patient-level interpretability for transparency and support for clinical decision-making for palliative care options. Methods: Data from 11,944 residents across 40 facilities, with a novel combination of 18 features was used to develop predictive models, comparing standard approaches like Cox Proportional Hazards, Ridge and Lasso Regression with machine learning algorithms, Gradient Boosting (GB) and Random Survival Forest. Model calibration was performed together with ROC and a suite of evaluation metrics to analyze results. Explainable AI (XAI) tools were used to demonstrate both the cohort-level and patient-level model interpretability to enable transparency in the clinical usage of the models. TRIPOD reporting guidelines were followed, with model parameters and code provided publicly. Results: GB was the top performer with a Dynamic AUROC of 0.746 and a Concordance Index of 0.716 for six-month survival prediction. Explainable AI tools provided insights into key features such as comorbidities, cognitive impairment, and nutritional status, revealing their impact on survival outcomes and interactions that inform clinical decision-making. The calibrated model showed near-optimal performance with adjustable clinically relevant thresholds. The integration of XAI tools proved effective in enhancing the transparency and trustworthiness of predictions, offering actionable insights that support informed and ethically responsible end-of-life (EoL) care decisions in aged care settings. Conclusion: This study successfully applied machine learning to create viable survival models for aged care residents, demonstrating their usability for clinical settings via a suite of interpretable tools. The findings support the introduction into clinical trials of machine learning with explainable AI tools in geriatric medicine for mortality prediction to enhance the quality of EoL care and informed discussions regarding palliative care. © 2025 The Authors","39970690","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus"
"Yi, J.; Marcinkiewicz, A.M.; Shanbhag, A.; Miller, R.J.H.; Geers, J.; Zhang, W.; Killekar, A.; Manral, N.; Lemley, M.; Buchwald, M.; Kwieciński, J.; Zhou, J.; Kavanagh, P.B.; Liang, J.X.; Builoff, V.; Ruddy, T.D.; Einstein, A.J.; Feher, A.; Miller, E.J.; Sinusas, A.J.; Berman, D.S.; Dey, D.; Slomka, P.J.","Yi, Jirong (57195613199); Marcinkiewicz, Anna M. (53867056700); Shanbhag, Aakash Dhananjay (57232610000); Miller, Robert J.H. (57216855917); Geers, Jolien (57199421285); Zhang, Wenhao (59153118000); Killekar, Aditya (57220594268); Manral, Nipun (57231687900); Lemley, Mark H. (36764311300); Buchwald, Mikołaj (57194773853); Kwieciński, Jacek (53865257300); Zhou, Jianhang (59199808500); Kavanagh, Paul B. (13606160100); Liang, Joanna X. (57202588009); Builoff, Valerie (58867186200); Ruddy, Terrence D. (57208522535); Einstein, Andrew Jeffrey (7005465644); Feher, Attila (36190633500); Miller, Edward J. (7404492750); Sinusas, Albert J. (7006837185); Berman, Daniel S. (35376162800); Dey, Damini S. (7101867655); Slomka, Piotr J. (7003438436)","57195613199; 53867056700; 57232610000; 57216855917; 57199421285; 59153118000; 57220594268; 57231687900; 36764311300; 57194773853; 53865257300; 59199808500; 13606160100; 57202588009; 58867186200; 57208522535; 7005465644; 36190633500; 7404492750; 7006837185; 35376162800; 7101867655; 7003438436","AI-based volumetric six-tissue body composition quantification from CT cardiac attenuation scans for mortality prediction: a multicentre study","2025","The Lancet Digital Health","4","10.1016/j.landig.2025.02.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105006737039&doi=10.1016%2Fj.landig.2025.02.002&partnerID=40&md5=382eae767092cfd503a694889fd0be80","Background: CT attenuation correction (CTAC) scans are routinely obtained during cardiac perfusion imaging, but currently only used for attenuation correction and visual calcium estimation. We aimed to develop a novel artificial intelligence (AI)-based approach to obtain volumetric measurements of chest body composition from CTAC scans and to evaluate these measures for all-cause mortality risk stratification. Methods: We applied AI-based segmentation and image-processing techniques on CTAC scans from a large international image-based registry at four sites (Yale University, University of Calgary, Columbia University, and University of Ottawa), to define the chest rib cage and multiple tissues. Volumetric measures of bone, skeletal muscle, subcutaneous adipose tissue, intramuscular adipose tissue (IMAT), visceral adipose tissue (VAT), and epicardial adipose tissue (EAT) were quantified between automatically identified T5 and T11 vertebrae. The independent prognostic value of volumetric attenuation and indexed volumes were evaluated for predicting all-cause mortality, adjusting for established risk factors and 18 other body composition measures via Cox regression models and Kaplan-Meier curves. Findings: The end-to-end processing time was less than 2 min per scan with no user interaction. Between 2009 and 2021, we included 11 305 participants from four sites participating in the REFINE SPECT registry, who underwent single-photon emission computed tomography cardiac scans. After excluding patients who had incomplete T5–T11 scan coverage, missing clinical data, or who had been used for EAT model training, the final study group comprised 9918 patients. 5451 (55%) of 9918 participants were male and 4467 (45%) of 9918 participants were female. Median follow-up time was 2·48 years (IQR 1·46−3·65), during which 610 (6%) patients died. High VAT, EAT, and IMAT attenuation were associated with an increased all-cause mortality risk (adjusted hazard ratio 2·39, 95% CI 1·92–2·96; p<0·0001, 1·55, 1·26–1·90; p<0·0001, and 1·30, 1·06–1·60; p=0·012, respectively). Patients with high bone attenuation were at reduced risk of death (0·77, 0·62–0·95; p=0·016). Likewise, high skeletal muscle volume index was associated with a reduced risk of death (0·56, 0·44–0·71; p<0·0001). Interpretation: CTAC scans obtained routinely during cardiac perfusion imaging contain important volumetric body composition biomarkers that can be automatically measured and offer important additional prognostic value. Funding: The National Heart, Lung, and Blood Institute, National Institutes of Health. © 2025 The Author(s)","40382274","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus"
"Chen, S.; Nie, R.; Wang, Y.; Guo, H.; Wang, Y.; Luan, H.; Zeng, X.; Yuan, H.","Chen, Si (55999246600); Nie, Rui (58889721700); Wang, Yi (59916355600); Guo, Haoran (59915950700); Wang, Yan (59916627900); Luan, Haixia (36806746100); Zeng, Xiaoli (7403248150); Yuan, Hui (56720676100)","55999246600; 58889721700; 59916355600; 59915950700; 59916627900; 36806746100; 7403248150; 56720676100","Integrating Dynamic Red Blood Cell Distribution Width Monitoring and β-Blocker Therapy for Mortality Prediction in Intensive Care Unit Cardiomyopathy Patients: A Bayesian Multivariate Joint Model and Machine Learning Study","2025","Diagnostics","0","10.3390/diagnostics15101236","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105006528244&doi=10.3390%2Fdiagnostics15101236&partnerID=40&md5=ca59070155a27cdc14573c704b0a687d","Background/Objective: Cardiomyopathy is a key cause of cardiovascular mortality in critically ill patients. Although red blood cell distribution width (RDW) is recognized as a potential prognostic biomarker, its variations during ICU admission and its interaction with treatments such as β-blockers are not well understood across different cardiomyopathy subtypes. To assess the prognostic significance of RDW dynamics and their interaction with β-blocker therapy in predicting 365-day mortality among ICU patients with dilated, hypertrophic, and restrictive cardiomyopathy, utilizing longitudinal data and advanced modeling techniques. Methods: A retrospective analysis was conducted on 317 cardiomyopathy patients from the MIMIC-IV database. Their RDW dynamics were assessed over their ICU stay. Cox regression (including time-dependent Cox models) and logistic regression identified independent mortality risk factors. Key predictors were identified using Least absolute shrinkage and selection operator (LASSO) regression and the Boruta algorithm. Restricted cubic splines (RCSs) were used to examine nonlinear relationships. Machine learning models were used to evaluate predictive performance, with SHapley Additive Explanations (SHAP) and tree-based feature selection identifying influential variables. Repeated-measures ANOVA was used to analyze RDW trends and β-blocker associations. A Bayesian multivariate joint model (BMJM) integrated RDW dynamics and β-blocker therapy, incorporating repeated measures and survival outcomes. Results: RDW was an independent predictor of 365-day mortality (HR = 1.14, 95% CI: 1.01–1.29, p = 0.03), alongside the systemic immune-inflammation index (SII) (HR = 1.01, 95% CI: 1.00–1.01, p = 0.03), whereas β-blockers significantly reduced mortality risk (HR = 0.2, 95% CI: 0.1–0.39, p < 0.001). Comparative analysis demonstrated that RDW exhibited greater predictive value over the aggregate index of systemic inflammation (AISI), systemic inflammation response index (SIRI), and SII. Machine learning identified logistic classification as the best predictive model (AUC = 0.811), with SHAP and tree-based selection confirming RDW and β-blockers as key predictors. A repeated-measures ANOVA revealed a significant interaction between RDW and β-blocker use (F = 6.65, p < 0.0001), with β-blockers lowering RDW levels. The BMJM demonstrated strong predictive performance (AUC = 0.80). The patient-specific BMJM indicated that discontinuing β-blockers increased the risk of mortality, while initiating β-blockers reduced it. Conclusions: This study highlights dynamic RDW monitoring and β-blocker therapy as strong predictors of 365-day mortality in ICU-admitted cardiomyopathy patients. The BMJM enables personalized risk assessment by integrating longitudinal biomarker data. These findings support RDW as a dynamic biomarker and advocate for its integration into personalized treatment strategies. © 2025 by the authors.","","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus"
"Chen, S.; Nie, R.; Luan, H.; Shen, X.; Wang, Y.; Gui, Y.; Zeng, X.; Yuan, H.","Chen, Si (59758744200); Nie, Rui (58889721700); Luan, Haixia (36806746100); Shen, Xiaoran (57451794300); Wang, Yan (57215437503); Gui, Yuan (57203057902); Zeng, Xiaoli (7403248150); Yuan, Hui (56720676100)","59758744200; 58889721700; 36806746100; 57451794300; 57215437503; 57203057902; 7403248150; 56720676100","Association of acute kidney injury with 1-year mortality in granulomatosis with polyangiitis patients: a cohort study using mediation analyses and machine learning","2025","Rheumatology International","1","10.1007/s00296-025-05822-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105003818539&doi=10.1007%2Fs00296-025-05822-6&partnerID=40&md5=4c23b9bfd22a911939bafebc00445c7d","To investigate the correlation between acute kidney injury (AKI) and 1-year mortality in patients with granulomatosis with polyangiitis (GPA). Clinical data for GPA patients were extracted from the MIMIC-IV (version 3.0) database. Logistic and Cox regression analyses, Kaplan–Meier (KM) survival analysis, and mediation effect analysis were used to assess the association between AKI, renal function indicators, and 1-year mortality in GPA patients. Predictive models were constructed using machine learning algorithms, and tree-based feature selection was applied to evaluate the contributions of AKI and renal function indicators to mortality prediction. A total of 127 GPA patients were included in the analysis. Multivariate logistic regression identified AKI (OR > 1, P < 0.05) as a significant predictor of 1-year mortality. Similarly, multivariate Cox regression analysis revealed AKI (HR > 1, P < 0.05) as an independent risk factor for 1-year mortality. KM survival analysis demonstrated that GPA patients with AKI had significantly lower survival rates than those without AKI (P < 0.0001). Additionally, renal function indicators modestly mediated the relationship between AKI and 1-year mortality in GPA patients. The machine learning analysis indicated that the random forest algorithm performed the best, with an area under the curve of 0.894. Feature selection using tree model analysis highlighted both AKI and renal function indicators as significant contributors to mortality prediction in GPA patients. Our study suggested AKI was an independent risk factor for increased 1-year mortality in GPA patients. Additionally, renal function indicators partially mediated the relationship between AKI and 1-year mortality in these patients. © The Author(s), under exclusive licence to Springer-Verlag GmbH Germany, part of Springer Nature 2025.","40266362","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus"
"Audureau, E.; Soubeyran, P.; Martinez-Tapia, C.; Bellera, C.; Bastuji-Garin, S.; Boudou-Rouquette, P.; Chahwakilian, A.; Grellety, T.; Hanon, O.; Mathoulin-Pélissier, S.; Paillaud, E.; Canoui-̈Poitrine, F.","Audureau, Étienne (16548967800); Soubeyran, Pierre L. (57206170004); Martinez-Tapia, Claudia (57103831400); Bellera, Carine A. (6506592530); Bastuji-Garin, Sylvie (56210490100); Boudou-Rouquette, Pascaline (26640235200); Chahwakilian, Anne (6506104220); Grellety, Thomas (55841605700); Hanon, Olivier (7003945611); Mathoulin-Pélissier, Simone (6603857551); Paillaud, Eléna (56030927600); Canoui-̈Poitrine, Florence (24479384700)","16548967800; 57206170004; 57103831400; 6506592530; 56210490100; 26640235200; 6506104220; 55841605700; 7003945611; 6603857551; 56030927600; 24479384700","Machine Learning to Predict Mortality in Older Patients with Cancer: Development and External Validation of the Geriatric Cancer Scoring System Using Two Large French Cohorts","2025","Journal of Clinical Oncology","5","10.1200/JCO.24.00117","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85216746969&doi=10.1200%2FJCO.24.00117&partnerID=40&md5=9e354376b400474a628ed4192ea8d49e","PURPOSE Establishing an accurate prognosis remains challenging in older patients with cancer because of the population's heterogeneity and the current predictive models' reduced ability to capture the complex interactions between oncologic and geriatric predictors. We aim to develop and externally validate a new predictive score (the Geriatric Cancer Scoring System [GCSS]) to refine individualized prognosis for older patients with cancer during the first year after a geriatric assessment (GA).MATERIALS AND METHODSData were collected from two French prospective multicenter cohorts of patients with cancer 70 years and older, referred for GA: ELCAPA (training set January 2007-March 2016) and ONCODAGE (validation set August 2008-March 2010). Candidate predictors included baseline oncologic and geriatric factors and routine biomarkers. We built predictive models using Cox regression, single decision tree (DT), and random survival forest (RSF) methods, comparing their predictive performance for 3-, 6-, and 12-month mortalities by computing time-dependent area under the receiver operator curve (tAUC).RESULTSA total of 2,012 and 1,397 patients were included in the training and validation set, respectively (mean age: 81 ± 6 years/78 ± 5 years; women: 47%/70%; metastatic cancer: 50%/34%; 12-month mortality: 43%/16%). Tumor site/metastatic status, cancer treatment, weight loss, ≥five prescription drugs, impaired functional status and mobility, abnormal G-8 score, low creatinine clearance, and elevated C-reactive protein (CRP)/albumin were identified as relevant predictors in the Cox model. DT and RSF identified more complex combinations of features, with G-8 score, tumor site/metastatic status, and CRP/albumin ratio contributing most to the predictions. The RSF approach gave the highest tAUC (12 months: 0.87 [RSF], 0.82 [Cox], 0.82 [DT]) and was retained as the final model.CONCLUSIONThe GCSS on the basis of a machine learning approach applied to two large French cohorts gave an accurate externally validated mortality prediction. The GCSS might improve decision making and counseling in older patients with cancer referred for pretherapeutic GA. GCSS's generalizability must now be confirmed in an international setting. © American Society of Clinical Oncology.","39854651","Article","Final","","Scopus"
"Yuan, J.; Xiong, J.; Yang, J.; Dong, Q.; Wang, Y.; Cheng, Y.; Chen, X.; Liu, Y.; Xiao, C.; Tao, J.; Lizhang, S.; Liujiao, Y.; Chen, Q.; Shen, F.","Yuan, Jia (57190379566); Xiong, Jiong (57773868100); Yang, Jinfeng (59164317800); Dong, Qi (58838303500); Wang, Yin (59506586600); Cheng, Yumei (57199041604); Chen, Xianjun (57190382368); Liu, Ying (57190375906); Xiao, Chuan (57419036900); Tao, Junlin (59505944200); Lizhang, Shuangzi (59505944300); Liujiao, Yangzi (59506800800); Chen, Qimin (57202441890); Shen, Feng (57203868531)","57190379566; 57773868100; 59164317800; 58838303500; 59506586600; 57199041604; 57190382368; 57190375906; 57419036900; 59505944200; 59505944300; 59506800800; 57202441890; 57203868531","Machine learning-based 28-day mortality prediction model for elderly neurocritically Ill patients","2025","Computer Methods and Programs in Biomedicine","3","10.1016/j.cmpb.2025.108589","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85214520079&doi=10.1016%2Fj.cmpb.2025.108589&partnerID=40&md5=d08c2e80dbf7bd6f02dcff255be86356","Background: The growing population of elderly neurocritically ill patients highlights the need for effective prognosis prediction tools. This study aims to develop and validate machine learning (ML) models for predicting 28-day mortality in intensive care units (ICUs). Methods: Data were extracted from the Medical Information Mart for Intensive Care IV(MIMIC-IV) database, focusing on elderly neurocritical ill patients with ICU stays ≥ 24 h. The cohort was split into 70 % for training and 30 % for internal validation. We analyzed 58 variables, including demographics, vital signs, medications, lab results, comorbidities, and medical scores, using Lasso regression to identify predictors of 28-day mortality. Seven ML algorithms were evaluated, and the best model was validated with data from Guizhou Medical University Affiliated Hospital. A log-rank test was used to assess survival differences in Kaplan-Meier curves. Shapley Additive Explanations (SHAP) were used to interpret the best model, while subgroup analysis identified variations in model performance across different populations. Results: The study included 1,773 elderly neurocritically ill patients, with a 28-day mortality rate of 28.6 %. The Light Gradient Boosting Machine (LightGBM) outperformed other models, achieving an area under the curve (AUC) of 0.896 in internal validation and 0.812 in external validation. Kaplan-Meier analysis showed that higher LightGBM prediction scores correlated with lower survival probabilities. Key predictors identified through SHAP analysis included partial pressure of arterial carbon dioxide (PaCO<inf>2</inf>), Acute physiology and chronic health evaluation II (APACHE II), white blood cell count, age, and lactate. The LightGBM model demonstrated consistent performance across various subgroups. Conclusions: The LightGBM model effectively predicts 28-day mortality risk in elderly neurocritically ill patients, aiding clinicians in management and resource allocation. Its reliable performance across diverse subgroups underscores its clinical utility. © 2025 The Author(s)","39799642","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus"
"Mu, S.; Yan, D.; Tang, J.; Zheng, Z.","Mu, Shengtian (57202361104); Yan, Dongli (59316494300); Tang, Jie (57037382100); Zheng, Zhen (55262453600)","57202361104; 59316494300; 57037382100; 55262453600","Predicting Mortality in Sepsis-Associated Acute Respiratory Distress Syndrome: A Machine Learning Approach Using the MIMIC-III Database","2025","Journal of Intensive Care Medicine","4","10.1177/08850666241281060","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203299958&doi=10.1177%2F08850666241281060&partnerID=40&md5=8555676dfde051b7c3c59acdb60db919","Background: To develop and validate a mortality prediction model for patients with sepsis-associated Acute Respiratory Distress Syndrome (ARDS). Methods: This retrospective cohort study included 2466 patients diagnosed with sepsis and ARDS within 24 h of ICU admission. Demographic, clinical, and laboratory parameters were extracted from Medical Information Mart for Intensive Care III (MIMIC-III) database. Feature selection was performed using the Boruta algorithm, followed by the construction of seven ML models: logistic regression, Naive Bayes, k-nearest neighbor, support vector machine, decision tree, Random Forest, and extreme gradient boosting. Model performance was evaluated using the area under the receiver operating characteristic curve, accuracy, sensitivity, specificity, positive predictive value, and negative predictive value. Results: The study identified 24 variables significantly associated with mortality. The optimal ML model, a Random Forest model, demonstrated an AUC of 0.8015 in the test set, with high accuracy and specificity. The model highlighted the importance of blood urea nitrogen, age, urine output, Simplified Acute Physiology Score II, and albumin levels in predicting mortality. Conclusions: The model's superior predictive performance underscores the potential for integrating advanced analytics into clinical decision-making processes, potentially improving patient outcomes and resource allocation in critical care settings. © The Author(s) 2024.","39234770","Article","Final","","Scopus"
